Open,High,Low,Close,Moving Average 200,Moving Average 50,Exp Moving Average 10,Exp Moving Average 20
336.03,336.11,332.85,334.02,344.29,338.82,337.20,338.28
334.04,335.65,333.56,333.66,344.26,338.71,336.56,337.84
335.79,336.53,333.94,334.18,344.24,338.62,336.12,337.49
334.17,336.05,333.71,335.46,344.22,338.60,336.00,337.30
335.46,336.59,334.54,335.62,344.21,338.53,335.93,337.14
335.65,336.97,335.26,335.56,344.20,338.43,335.87,336.99
335.55,335.57,334.70,334.80,344.19,338.31,335.67,336.78
334.79,335.86,334.38,335.25,344.18,338.23,335.60,336.63
335.24,335.24,333.06,333.14,344.16,338.09,335.15,336.30
333.14,333.53,331.59,331.70,344.13,337.89,334.52,335.86
331.70,332.73,331.00,331.48,344.10,337.63,333.97,335.45
331.48,333.13,331.13,332.41,344.08,337.38,333.68,335.16
332.41,334.32,332.40,333.62,344.06,337.20,333.67,335.01
333.60,334.92,332.36,334.71,344.04,337.16,333.86,334.98
334.73,335.36,333.82,334.07,344.03,337.09,333.90,334.89
